0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108
Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,UniqueCarrier,AirlineID,Carrier,TailNum,FlightNum,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
2017,1,1,10,2,2017-01-10,WN,19393,WN,N411WN,320,13198,1319801,33198,MCI,Kansas City; MO,MO,29,Missouri,64,14908,1490803,32575,SNA,Santa Ana; CA,CA,6,California,91,1200,1201,1,1,0,0,1200-1259,14,1215,1347,17,1325,1404,39,39,1,2,1300-1359,0,,0,205,243,212,1,1342,6,0,0,39,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,13,5,2017-01-13,AS,19930,AS,N713AS,401,14831,1483104,32457,SJC,San Jose; CA,CA,6,California,91,14057,1405702,34057,PDX,Portland; OR,OR,41,Oregon,92,1855,1854,-1,0,0,-1,1800-1859,16,1910,2048,4,2037,2052,15,15,1,1,2000-2059,0,,0,102,118,98,1,569,3,0,0,15,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,3,2,2017-01-03,EV,20366,EV,N12167,4377,11618,1161802,31703,EWR,Newark; NJ,NJ,34,New Jersey,21,12451,1245102,31136,JAX,Jacksonville; FL,FL,12,Florida,33,1505,1755,170,170,1,11,1500-1559,30,1825,2025,19,1753,2044,171,171,1,11,1700-1759,0,,0,168,169,120,1,820,4,0,0,1,0,170,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,8,7,2017-01-08,UA,19977,UA,N26232,1137,14771,1477102,32457,SFO,San Francisco; CA,CA,6,California,91,14057,1405702,34057,PDX,Portland; OR,OR,41,Oregon,92,1040,1308,148,148,1,9,1000-1059,12,1320,1430,5,1234,1435,121,121,1,8,1200-1259,0,,0,114,87,70,1,550,3,22,0,0,0,99,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,30,1,2017-01-30,AS,19930,AS,N593AS,4,14747,1474703,30559,SEA,Seattle; WA,WA,53,Washington,93,11278,1127803,30852,DCA,Washington; DC,VA,51,Virginia,38,820,805,-15,0,0,-1,0800-0859,25,830,1544,4,1610,1548,-22,0,0,-2,1600-1659,0,,0,290,283,254,1,2329,10,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,21,6,2017-01-21,F9,20436,F9,N951FR,226,14057,1405702,34057,PDX,Portland; OR,OR,41,Oregon,92,11292,1129202,30325,DEN,Denver; CO,CO,8,Colorado,82,1020,1017,-3,0,0,-1,1000-1059,8,1025,1325,6,1354,1331,-23,0,0,-2,1300-1359,0,,0,154,134,120,1,991,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,26,4,2017-01-26,AA,19805,AA,N888AA,2330,11298,1129804,30194,DFW,Dallas/Fort Worth; TX,TX,48,Texas,74,13930,1393004,30977,ORD,Chicago; IL,IL,17,Illinois,41,1850,1845,-5,0,0,-1,1800-1859,20,1905,2046,10,2116,2056,-20,0,0,-2,2100-2159,0,,0,146,131,101,1,802,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,2,1,2017-01-02,WN,19393,WN,N917WN,4050,12892,1289204,32575,LAX,Los Angeles; CA,CA,6,California,91,13232,1323202,30977,MDW,Chicago; IL,IL,17,Illinois,41,825,823,-2,0,0,-1,0800-0859,12,835,1345,17,1420,1402,-18,0,0,-2,1400-1459,0,,0,235,219,190,1,1750,8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,14,6,2017-01-14,AA,19805,AA,N026AA,97,13303,1330303,32467,MIA,Miami; FL,FL,12,Florida,33,12266,1226603,31453,IAH,Houston; TX,TX,48,Texas,74,1719,1716,-3,0,0,-1,1700-1759,14,1730,1843,9,1919,1852,-27,0,0,-2,1900-1959,0,,0,180,156,133,1,964,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,5,4,2017-01-05,OO,20304,OO,,4616,10372,1037203,30372,ASE,Aspen; CO,CO,8,Colorado,82,10397,1039705,30397,ATL,Atlanta; GA,GA,13,Georgia,34,1314,,,,,,1300-1359,,,,,1825,,,,,,1800-1859,1,B,0,191,,,1,1304,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,23,1,2017-01-23,AA,19805,AA,N753AA,1849,12953,1295302,31703,LGA,New York; NY,NY,36,New York,22,11057,1105703,31057,CLT,Charlotte; NC,NC,37,North Carolina,36,1005,1000,-5,0,0,-1,1000-1059,34,1034,1201,13,1230,1214,-16,0,0,-2,1200-1259,0,,0,145,134,87,1,544,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,23,1,2017-01-23,AS,19930,AS,N402AS,669,11292,1129202,30325,DEN,Denver; CO,CO,8,Colorado,82,14747,1474703,30559,SEA,Seattle; WA,WA,53,Washington,93,700,701,1,1,0,0,0700-0759,27,728,847,10,908,857,-11,0,0,-1,0900-0959,0,,0,188,176,139,1,1024,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,17,2,2017-01-17,AA,19805,AA,N665AA,1642,15304,1530402,33195,TPA,Tampa; FL,FL,12,Florida,33,11057,1105703,31057,CLT,Charlotte; NC,NC,37,North Carolina,36,1355,1411,16,16,1,1,1300-1359,9,1420,1543,10,1538,1553,15,15,1,1,1500-1559,0,,0,103,102,83,1,507,3,0,0,0,0,15,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,15,7,2017-01-15,EV,20366,EV,N14568,4223,14108,1410803,34108,PIA,Peoria; IL,IL,17,Illinois,41,13930,1393004,30977,ORD,Chicago; IL,IL,17,Illinois,41,1545,1530,-15,0,0,-1,1500-1559,11,1541,1610,20,1650,1630,-20,0,0,-2,1600-1659,0,,0,65,60,29,1,130,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,9,1,2017-01-09,OO,20304,OO,N868CA,3523,12884,1288403,32884,LAN,Lansing; MI,MI,26,Michigan,43,11433,1143302,31295,DTW,Detroit; MI,MI,26,Michigan,43,1750,1812,22,22,1,1,1700-1759,13,1825,1846,9,1851,1855,4,4,0,0,1800-1859,0,,0,61,43,21,1,74,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,25,3,2017-01-25,EV,20366,EV,N14902,4414,10279,1027903,30279,AMA,Amarillo; TX,TX,48,Texas,74,12266,1226603,31453,IAH,Houston; TX,TX,48,Texas,74,1650,1656,6,6,0,0,1600-1659,10,1706,1825,9,1832,1834,2,2,0,0,1800-1859,0,,0,102,98,79,1,517,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,10,2,2017-01-10,WN,19393,WN,N8313F,846,11292,1129202,30325,DEN,Denver; CO,CO,8,Colorado,82,11042,1104203,30647,CLE,Cleveland; OH,OH,39,Ohio,44,1005,1004,-1,0,0,-1,1000-1059,18,1022,1438,7,1450,1445,-5,0,0,-1,1400-1459,0,,0,165,161,136,1,1201,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,4,3,2017-01-04,WN,19393,WN,N8676A,3335,14679,1467903,33570,SAN,San Diego; CA,CA,6,California,91,14747,1474703,30559,SEA,Seattle; WA,WA,53,Washington,93,2050,2048,-2,0,0,-1,2000-2059,12,2100,2323,8,2345,2331,-14,0,0,-1,2300-2359,0,,0,175,163,143,1,1050,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,9,1,2017-01-09,NK,20416,NK,N642NK,316,11433,1143302,31295,DTW,Detroit; MI,MI,26,Michigan,43,12953,1295302,31703,LGA,New York; NY,NY,36,New York,22,600,554,-6,0,0,-1,0600-0659,11,605,717,8,741,725,-16,0,0,-2,0700-0759,0,,0,101,91,72,1,502,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,18,3,2017-01-18,UA,19977,UA,N76254,1672,12266,1226603,31453,IAH,Houston; TX,TX,48,Texas,74,11292,1129202,30325,DEN,Denver; CO,CO,8,Colorado,82,1445,1458,13,13,0,0,1400-1459,26,1524,1618,6,1620,1624,4,4,0,0,1600-1659,0,,0,155,146,114,1,862,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,26,4,2017-01-26,EV,20366,EV,N16561,3992,12339,1233904,32337,IND,Indianapolis; IN,IN,18,Indiana,42,11618,1161802,31703,EWR,Newark; NJ,NJ,34,New Jersey,21,1525,1714,109,109,1,7,1500-1559,26,1740,1919,12,1729,1931,122,122,1,8,1700-1759,0,,0,124,137,99,1,645,3,3,0,119,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,17,2,2017-01-17,WN,19393,WN,N495WN,546,11259,1125903,30194,DAL,Dallas; TX,TX,48,Texas,74,12892,1289204,32575,LAX,Los Angeles; CA,CA,6,California,91,625,632,7,7,0,0,0600-0659,7,639,731,4,750,735,-15,0,0,-1,0700-0759,0,,0,205,183,172,1,1246,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,10,2,2017-01-10,HA,19690,HA,N485HA,142,12173,1217302,32134,HNL,Honolulu; HI,HI,15,Hawaii,2,12402,1240203,32402,ITO,Hilo; HI,HI,15,Hawaii,2,1635,1632,-3,0,0,-1,1600-1659,16,1648,1723,5,1729,1728,-1,0,0,-1,1700-1759,0,,0,54,56,35,1,216,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,25,3,2017-01-25,UA,19977,UA,N24211,143,14635,1463502,31714,RSW,Fort Myers; FL,FL,12,Florida,33,11618,1161802,31703,EWR,Newark; NJ,NJ,34,New Jersey,21,1144,1134,-10,0,0,-1,1100-1159,18,1152,1416,11,1430,1427,-3,0,0,-1,1400-1459,0,,0,166,173,144,1,1068,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,7,6,2017-01-07,WN,19393,WN,N469WN,655,14635,1463502,31714,RSW,Fort Myers; FL,FL,12,Florida,33,10397,1039705,30397,ATL,Atlanta; GA,GA,13,Georgia,34,1620,1620,0,0,0,0,1600-1659,10,1630,1750,16,1810,1806,-4,0,0,-1,1800-1859,0,,0,110,106,80,1,515,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,1,7,2017-01-01,WN,19393,WN,N7830A,4106,11259,1125903,30194,DAL,Dallas; TX,TX,48,Texas,74,12889,1288903,32211,LAS,Las Vegas; NV,NV,32,Nevada,85,650,651,1,1,0,0,0600-0659,10,701,727,5,750,732,-18,0,0,-2,0700-0759,0,,0,180,161,146,1,1067,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,27,5,2017-01-27,HA,19690,HA,N493HA,302,12173,1217302,32134,HNL,Honolulu; HI,HI,15,Hawaii,2,12402,1240203,32402,ITO,Hilo; HI,HI,15,Hawaii,2,1427,1430,3,3,0,0,1400-1459,11,1441,1516,4,1521,1520,-1,0,0,-1,1500-1559,0,,0,54,50,35,1,216,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,17,2,2017-01-17,UA,19977,UA,N64844,518,13930,1393004,30977,ORD,Chicago; IL,IL,17,Illinois,41,14057,1405702,34057,PDX,Portland; OR,OR,41,Oregon,92,1920,1921,1,1,0,0,1900-1959,28,1949,2130,7,2154,2137,-17,0,0,-2,2100-2159,0,,0,274,256,221,1,1739,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,23,1,2017-01-23,WN,19393,WN,N491WN,1768,12191,1219102,31453,HOU,Houston; TX,TX,48,Texas,74,11278,1127803,30852,DCA,Washington; DC,VA,51,Virginia,38,1405,1403,-2,0,0,-1,1400-1459,14,1417,1748,10,1755,1758,3,3,0,0,1700-1759,0,,0,170,175,151,1,1218,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,7,6,2017-01-07,WN,19393,WN,N8673F,3636,10693,1069302,30693,BNA,Nashville; TN,TN,47,Tennessee,54,12889,1288903,32211,LAS,Las Vegas; NV,NV,32,Nevada,85,1330,1324,-6,0,0,-1,1300-1359,9,1333,1530,4,1535,1534,-1,0,0,-1,1500-1559,0,,0,245,250,237,1,1587,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,10,2,2017-01-10,WN,19393,WN,N716SW,918,14107,1410702,30466,PHX,Phoenix; AZ,AZ,4,Arizona,81,14869,1486903,34614,SLC,Salt Lake City; UT,UT,49,Utah,87,2040,2036,-4,0,0,-1,2000-2059,7,2043,2157,3,2215,2200,-15,0,0,-1,2200-2259,0,,0,95,84,74,1,507,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,13,5,2017-01-13,WN,19393,WN,N216WR,1380,11259,1125903,30194,DAL,Dallas; TX,TX,48,Texas,74,12953,1295302,31703,LGA,New York; NY,NY,36,New York,22,1745,1810,25,25,1,1,1700-1759,23,1833,2219,21,2155,2240,45,45,1,3,2100-2159,0,,0,190,210,166,1,1381,6,11,0,20,0,14,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,4,3,2017-01-04,AA,19805,AA,N3LBAA,1060,15370,1537002,34653,TUL,Tulsa; OK,OK,40,Oklahoma,73,11298,1129804,30194,DFW,Dallas/Fort Worth; TX,TX,48,Texas,74,627,620,-7,0,0,-1,0600-0659,16,636,723,5,744,728,-16,0,0,-2,0700-0759,0,,0,77,68,47,1,237,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,6,5,2017-01-06,DL,19790,DL,N3730B,2112,10397,1039705,30397,ATL,Atlanta; GA,GA,13,Georgia,34,13930,1393004,30977,ORD,Chicago; IL,IL,17,Illinois,41,1940,2041,61,61,1,4,1900-1959,100,2221,2244,5,2049,2249,120,120,1,8,2000-2059,0,,0,129,188,83,1,606,3,61,0,59,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,18,3,2017-01-18,WN,19393,WN,N7833A,796,11697,1169704,32467,FLL,Fort Lauderdale; FL,FL,12,Florida,33,15304,1530402,33195,TPA,Tampa; FL,FL,12,Florida,33,635,630,-5,0,0,-1,0600-0659,16,646,721,7,735,728,-7,0,0,-1,0700-0759,0,,0,60,58,35,1,197,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,6,5,2017-01-06,DL,19790,DL,N368NW,2790,14492,1449202,34492,RDU,Raleigh/Durham; NC,NC,37,North Carolina,36,14869,1486903,34614,SLC,Salt Lake City; UT,UT,49,Utah,87,715,840,85,85,1,5,0700-0759,9,849,1108,3,1022,1111,49,49,1,3,1000-1059,0,,0,307,271,259,1,1823,8,49,0,0,0,0,736,18,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,1,7,2017-01-01,UA,19977,UA,N14214,1104,10299,1029904,30299,ANC,Anchorage; AK,AK,2,Alaska,1,11292,1129202,30325,DEN,Denver; CO,CO,8,Colorado,82,2353,8,15,15,1,1,2300-2359,32,40,719,5,700,724,24,24,1,1,0700-0759,0,,0,307,316,279,1,2405,10,15,0,9,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,12,4,2017-01-12,EV,20366,EV,N11109,3869,12266,1226603,31453,IAH,Houston; TX,TX,48,Texas,74,11481,1148102,31481,ECP,Panama City; FL,FL,12,Florida,33,1910,1932,22,22,1,1,1900-1959,15,1947,2107,4,2048,2111,23,23,1,1,2000-2059,0,,0,98,99,80,1,572,3,2,0,1,0,20,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,19,4,2017-01-19,HA,19690,HA,N488HA,394,12982,1298202,32982,LIH,Lihue; HI,HI,15,Hawaii,2,12173,1217302,32134,HNL,Honolulu; HI,HI,15,Hawaii,2,1343,1337,-6,0,0,-1,1300-1359,10,1347,1408,7,1418,1415,-3,0,0,-1,1400-1459,0,,0,35,38,21,1,102,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,27,5,2017-01-27,B6,20409,B6,N324JB,1210,12451,1245102,31136,JAX,Jacksonville; FL,FL,12,Florida,33,10721,1072102,30721,BOS,Boston; MA,MA,25,Massachusetts,13,1703,1730,27,27,1,1,1700-1759,9,1739,1944,6,1929,1950,21,21,1,1,1900-1959,0,,0,146,140,125,1,1010,5,18,0,0,0,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,27,5,2017-01-27,UA,19977,UA,N412UA,40,15304,1530402,33195,TPA,Tampa; FL,FL,12,Florida,33,12266,1226603,31453,IAH,Houston; TX,TX,48,Texas,74,1440,1436,-4,0,0,-1,1400-1459,10,1446,1554,7,1611,1601,-10,0,0,-1,1600-1659,0,,0,151,145,128,1,787,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,3,2,2017-01-03,AA,19805,AA,N3LKAA,344,13930,1393004,30977,ORD,Chicago; IL,IL,17,Illinois,41,14908,1490803,32575,SNA,Santa Ana; CA,CA,6,California,91,1340,1339,-1,0,0,-1,1300-1359,14,1353,1611,5,1606,1616,10,10,0,0,1600-1659,0,,0,266,277,258,1,1726,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,29,7,2017-01-29,AA,19805,AA,N185AA,600,11057,1105703,31057,CLT,Charlotte; NC,NC,37,North Carolina,36,14107,1410702,30466,PHX,Phoenix; AZ,AZ,4,Arizona,81,935,930,-5,0,0,-1,0900-0959,11,941,1137,5,1218,1142,-36,0,0,-2,1200-1259,0,,0,283,252,236,1,1773,8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,26,4,2017-01-26,DL,19790,DL,N868DN,760,14893,1489302,33192,SMF,Sacramento; CA,CA,6,California,91,10397,1039705,30397,ATL,Atlanta; GA,GA,13,Georgia,34,1254,1253,-1,0,0,-1,1200-1259,17,1310,1952,9,2019,2001,-18,0,0,-2,2000-2059,0,,0,265,248,222,1,2092,9,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,16,1,2017-01-16,DL,19790,DL,N986DL,976,13204,1320402,31454,MCO,Orlando; FL,FL,12,Florida,33,10721,1072102,30721,BOS,Boston; MA,MA,25,Massachusetts,13,1530,1524,-6,0,0,-1,1500-1559,18,1542,1821,6,1831,1827,-4,0,0,-1,1800-1859,0,,0,181,183,159,1,1121,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,10,2,2017-01-10,WN,19393,WN,N7840A,1046,11259,1125903,30194,DAL,Dallas; TX,TX,48,Texas,74,13232,1323202,30977,MDW,Chicago; IL,IL,17,Illinois,41,1340,1338,-2,0,0,-1,1300-1359,8,1346,1539,5,1550,1544,-6,0,0,-1,1500-1559,0,,0,130,126,113,1,793,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,27,5,2017-01-27,WN,19393,WN,N8301J,4769,13796,1379604,32457,OAK,Oakland; CA,CA,6,California,91,14057,1405702,34057,PDX,Portland; OR,OR,41,Oregon,92,1225,1234,9,9,0,0,1200-1259,7,1241,1401,5,1400,1406,6,6,0,0,1400-1459,0,,0,95,92,80,1,543,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,17,2,2017-01-17,AA,19805,AA,N3CEAA,1344,13930,1393004,30977,ORD,Chicago; IL,IL,17,Illinois,41,10423,1042302,30423,AUS,Austin; TX,TX,48,Texas,74,1016,1012,-4,0,0,-1,1000-1059,12,1024,1302,5,1304,1307,3,3,0,0,1300-1359,0,,0,168,175,158,1,977,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,22,7,2017-01-22,DL,19790,DL,N922AT,1851,11433,1143302,31295,DTW,Detroit; MI,MI,26,Michigan,43,10423,1042302,30423,AUS,Austin; TX,TX,48,Texas,74,2103,2133,30,30,1,2,2100-2159,14,2147,2329,6,2340,2335,-5,0,0,-1,2300-2359,0,,0,217,182,162,1,1149,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,7,6,2017-01-07,B6,20409,B6,N934JB,324,12892,1289204,32575,LAX,Los Angeles; CA,CA,6,California,91,12478,1247803,31703,JFK,New York; NY,NY,36,New York,22,1200,1548,228,228,1,12,1200-1259,22,1610,2351,11,2023,2,219,219,1,12,2000-2059,0,,0,323,314,281,1,2475,10,0,0,211,0,8,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,19,4,2017-01-19,DL,19790,DL,N348NW,1324,10693,1069302,30693,BNA,Nashville; TN,TN,47,Tennessee,54,10397,1039705,30397,ATL,Atlanta; GA,GA,13,Georgia,34,630,627,-3,0,0,-1,0600-0659,20,647,826,5,856,831,-25,0,0,-2,0800-0859,0,,0,86,64,39,1,214,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,10,2,2017-01-10,EV,20366,EV,N12528,4177,12266,1226603,31453,IAH,Houston; TX,TX,48,Texas,74,10781,1078103,30781,BTR,Baton Rouge; LA,LA,22,Louisiana,72,1745,1739,-6,0,0,-1,1700-1759,26,1805,1844,4,1851,1848,-3,0,0,-1,1800-1859,0,,0,66,69,39,1,253,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,23,1,2017-01-23,UA,19977,UA,N415UA,449,12892,1289204,32575,LAX,Los Angeles; CA,CA,6,California,91,14771,1477102,32457,SFO,San Francisco; CA,CA,6,California,91,1030,1033,3,3,0,0,1000-1059,19,1052,1155,4,1203,1159,-4,0,0,-1,1200-1259,0,,0,93,86,63,1,337,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,3,2,2017-01-03,OO,20304,OO,N466SW,4692,14696,1469606,34696,SBN,South Bend; IN,IN,18,Indiana,42,10397,1039705,30397,ATL,Atlanta; GA,GA,13,Georgia,34,800,804,4,4,0,0,0800-0859,14,818,952,8,1015,1000,-15,0,0,-1,1000-1059,0,,0,135,116,94,1,566,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,20,5,2017-01-20,WN,19393,WN,N917WN,1437,14107,1410702,30466,PHX,Phoenix; AZ,AZ,4,Arizona,81,12889,1288903,32211,LAS,Las Vegas; NV,NV,32,Nevada,85,1235,1403,88,88,1,5,1200-1259,11,1414,1359,5,1240,1404,84,84,1,5,1200-1259,0,,0,65,61,45,1,255,2,0,0,84,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
